Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
503,30 сентября 1989,"Верю в Бога, но не верю в религии. Ко всем религиям отношусь спокойно. Некрещеная.",отлично,Женат (замужем),15,Женский,FALSE,TRUE,FALSE,new,"марта 16, 2017 05:30",TRUE,"Университет, Институт, техникум"
504,8 октября 1977,Православие,хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"марта 18, 2017 05:53",TRUE,"Университет, Институт, техникум"
505,1 сентября 1987,Не религиозна,хорошо,Женат (замужем),16,Женский,TRUE,TRUE,TRUE,new,"марта 18, 2017 09:45",TRUE,"Университет, Институт, техникум"
506,4 мая 1987,Православие,хорошо,Гражданский брак,12,Мужской,FALSE,TRUE,TRUE,new,"марта 18, 2017 15:44",TRUE,"Университет, Институт, техникум"
507,25 мая 1983,православное,хорошо,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"марта 18, 2017 18:49",TRUE," - ,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
508,12 апреля 1989,Православие,хорошо,Не женат (не замужем),16,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 19, 2017 12:53",TRUE,"Университет, Институт, техникум"
509,24 октября 2002,Христианство,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"марта 20, 2017 04:55",TRUE,Общеобразовательная школа
510,5 января 1975,нет,хорошо,Гражданский брак,16,Мужской,FALSE,TRUE,FALSE,new,"марта 20, 2017 08:52",TRUE,"Университет, Институт, техникум"
511,11 мая 1983,Православие,хорошо,Не женат (не замужем),33,Женский,FALSE,TRUE,TRUE,new,"марта 20, 2017 14:40",TRUE,"Университет, Институт, техникум"
512,11 июля 1983,Православие,отлично,Женат (замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"марта 21, 2017 03:11",TRUE, - 
513,12 января 1990,Христианство ,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 21, 2017 07:11",TRUE,"Университет, Институт, техникум"
514,29 июня 1993,Православие,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 21, 2017 10:27",TRUE,"Университет, Институт, техникум"
515,25 октября 1984,Православие,отлично,Женат (замужем),14,Женский,TRUE,TRUE,TRUE,new,"марта 22, 2017 11:10",TRUE,"Университет, Институт, техникум"
516,4 марта 1989,Православие,отлично,Не женат (не замужем),12-15 лет,Женский,FALSE,TRUE,FALSE,new,"марта 24, 2017 23:05",TRUE,"Университет, Институт, техникум"
517,14 октября 1987,Ближе всего индийская философия жизни,хорошо,Не женат (не замужем),13,Мужской,FALSE,TRUE,TRUE,new,"марта 25, 2017 16:21",TRUE,"Университет, Институт, техникум"
518,15 июня 1992,Православие,хорошо,Разведён (разведена),14,Женский,FALSE,TRUE,TRUE,new,"марта 26, 2017 06:07",FALSE,"Дополнительные курсы, тренинги, семинары"
519,22 октября 1974,Православие,отлично,Разведён (разведена),14,Женский,TRUE,TRUE,TRUE,new,"марта 27, 2017 07:06",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
520,29 января 1992,Католицизм,хорошо,Не женат (не замужем),16,Женский,TRUE,TRUE,TRUE,new,"марта 27, 2017 11:41",TRUE,"Общеобразовательная школа,Университет, Институт, техникум"
521,3 марта 1994,Православие,отлично,Не женат (не замужем),13,Женский,FALSE,TRUE,TRUE,new,"марта 29, 2017 14:06",TRUE,"Университет, Институт, техникум"
522,25 ноября 1983,Христианин ,хорошо,Не женат (не замужем),4,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 02, 2017 14:15",TRUE,"Университет, Институт, техникум"
523,9 октября 1989,Православие,отлично,Гражданский брак,14,Мужской,TRUE,TRUE,TRUE,new,"апреля 03, 2017 14:59",TRUE,"Дополнительные курсы, тренинги, семинары"
524,17 августа 1992,-,отлично,Не женат (не замужем),10,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 05, 2017 02:09",TRUE,"Университет, Институт, техникум"
